0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0824648260319,0.370680350592,0.976077634282,0.11791709387,0.163203851685,0.0844272132493,0.373143205392,0.123299384094,0.0660237590725,0.522724413724,0.131072877783,0.243593536644,0.0395815873857,3913.58103027,1853.49010181,3.96454709548,-0.990599707961,0.353851473187,0.16735853971,-0.272788365053,0.0537986718483,0.158487757395,-0.140407900941,-0.037134541957,0.143170378462,-0.0634707220691,-0.0872165549419,0.12028058112,blues
0.0555463429026,0.428352905116,0.965299481647,0.0757267234771,0.131908788856,0.0668266044864,0.267067078726,0.0894644901667,0.0596720520294,0.418900687737,0.0955867832041,0.170385410735,0.0393614564688,3940.01692047,1725.17520432,3.35392932572,-0.722157471615,0.257961397677,0.122006112983,-0.198865550241,0.039219790321,0.115539220578,-0.102358817516,-0.0270714666215,0.104372692309,-0.0462708153482,-0.0635817740443,0.0876857924023,blues
0.0758962341282,0.300847014252,0.976005740761,0.0941284255525,0.217779695836,0.0794798138834,0.377361672272,0.150208614923,0.0532369760014,0.532151150268,0.124510667191,0.30346726545,0.0404873545747,3457.54136116,1737.49098938,4.71024764731,-1.34741528805,0.481309332962,0.227641350163,-0.371047165187,0.0731770384571,0.21557529804,-0.190983048723,-0.0505104626475,0.194740575012,-0.0863329764506,-0.118632095846,0.163605836499,blues
0.0329400922806,0.502821045084,0.965001726875,0.0652868342103,0.114440541746,0.057617555155,0.249520823707,0.0728219100771,0.0387780536113,0.37500688702,0.0679874523302,0.156396530155,0.0326834583187,3477.15031021,1541.40351877,5.75372953912,-0.68015722297,0.242958516354,0.114910310083,-0.187299648225,0.0369387906637,0.10881952829,-0.0964056896238,-0.0254970062385,0.0983024386576,-0.0435797322728,-0.0598838959164,0.082586038916,blues
0.100700102376,0.22003871278,0.914411670021,0.104886054229,0.211669418559,0.0942031410521,0.535626524614,0.120346351556,0.0782403933292,0.656242470223,0.17073448834,0.307650173399,0.0494257300037,3790.64673811,1944.0975911,-1.57736414775,-1.29248748914,0.461688609873,0.218361480463,-0.355921313302,0.070193953963,0.206787304669,-0.183197565964,-0.0484513880922,0.186801915537,-0.0828135860952,-0.113796021948,0.156936394221,blues
0.0933437842142,0.210984067728,0.973657609897,0.101969538379,0.16530670054,0.103073458045,0.378407228269,0.108404109954,0.092061837266,0.548262813388,0.12915771601,0.274319928517,0.0501371345301,3784.428464,1931.97851269,-0.370253846537,-1.47020324564,0.525170338912,0.248385968915,-0.404860143256,0.0798455534835,0.235220355351,-0.208387050812,-0.0551134062245,0.212486994901,-0.0942003726021,-0.129442862863,0.178514993826,blues
0.0725814564404,0.258728519635,0.975719095929,0.108755721078,0.165099245958,0.0856757178441,0.323460063496,0.120792797703,0.0567937094102,0.482954434236,0.11862464626,0.207120490318,0.0385028584787,3439.9393683,1746.77546271,1.79378550325,-1.63562463182,0.584260403976,0.27633336422,-0.450413386526,0.0888294556593,0.2616864085,-0.231833927908,-0.0613145461565,0.2363951813,-0.104799421584,-0.144007255826,0.198600786603,blues
0.0610125268381,0.223713950782,0.986458671031,0.0915196464022,0.130715145278,0.0674348346028,0.267386374856,0.103918739929,0.0625260902345,0.43213788979,0.100466700346,0.175563577043,0.0353466542249,3593.43861628,1737.39846874,2.30788259049,-1.92047228291,0.686010646947,0.324457431432,-0.528853875056,0.104299302041,0.307259675944,-0.27220831976,-0.071992610127,0.277563925529,-0.123050472891,-0.169086438277,0.233187553314,blues
0.0635918326722,0.46267007172,0.966872978537,0.0984845307572,0.155532255663,0.0810706597077,0.332042590021,0.108151751919,0.0632253470421,0.454046087908,0.153924844777,0.201888768642,0.04478574603,4093.25296108,1829.35678246,5.86927759818,-0.637923525954,0.227872245091,0.107775066854,-0.175669459899,0.0346451126134,0.102062486194,-0.0904194726894,-0.0239137945929,0.0921984449486,-0.0408736914536,-0.0561654640144,0.0774579396655,blues
0.0783896934408,0.29246164284,0.939247365926,0.0871663473817,0.156558080585,0.0757699307798,0.362031536473,0.101152787208,0.0737664174799,0.544527639844,0.108257281536,0.227401992558,0.0449815991573,4048.0141944,1875.12487271,-0.272947478955,-0.723213172431,0.258338503875,0.122184470139,-0.199156265954,0.0392771245815,0.115708123974,-0.102508452867,-0.0271110416041,0.104525271685,-0.0463384572953,-0.0636747223739,0.0878139776891,blues
