0.082464826,0.370680351,0.976077634,0.117917094,0.163203852,0.084427213,0.373143205,0.123299384,0.066023759,0.522724414,0.131072878,0.243593537,0.039581587,-4.222108015,-0.678233286,0.372640969,0.627760372,-0.329642571,0.301606619,-0.035525664,0.057014743,-0.146590388,0.11085431,-0.139687705,0.079802992,-0.182686548,-0.036017015,-0.215541025,blues
0.055546343,0.428352905,0.965299482,0.075726724,0.131908789,0.066826605,0.267067079,0.08946449,0.059672052,0.418900688,0.095586783,0.170385411,0.039361457,-0.629567712,-0.947176589,-0.84152319,0.655974573,0.312215528,0.081479361,0.166102296,0.139892094,-0.134813123,0.260077136,-0.174726429,0.19938233,-0.089436662,-0.014358859,-0.072977039,blues
0.075896234,0.300847014,0.976005741,0.094128426,0.217779696,0.079479814,0.377361672,0.150208615,0.053236976,0.53215115,0.124510667,0.303467266,0.040487355,-0.605219544,-0.921363156,0.46745548,1.57050481,-0.670686733,0.131026697,-0.364532252,0.191648289,-0.095817003,0.042081527,-0.065723301,0.216550736,-0.122478333,-0.018486694,0.060441724,blues
0.032940092,0.502821045,0.965001727,0.065286834,0.114440542,0.057617555,0.249520824,0.07282191,0.038778054,0.375006887,0.067987452,0.15639653,0.032683458,-1.049592543,-1.332355278,-0.650053671,1.359151031,0.095753587,0.12481488,-0.025159662,0.192946922,-0.140740474,-0.06632589,-0.082821417,0.068978868,-0.134911311,0.102875351,0.005057851,blues
0.100700102,0.220038713,0.91441167,0.104886054,0.211669419,0.094203141,0.535626525,0.120346352,0.078240393,0.65624247,0.170734488,0.307650173,0.04942573,-1.031532173,-0.488323323,-0.17916646,1.467417485,-0.487052106,0.256944941,-0.505871967,0.203665884,-0.298929063,-0.140048332,-0.191588114,0.061897009,-0.188283135,-0.025548781,-0.109223148,blues
0.093343784,0.210984068,0.97365761,0.101969538,0.165306701,0.103073458,0.378407228,0.10840411,0.092061837,0.548262813,0.129157716,0.274319929,0.050137135,-0.742793509,-0.513724465,-0.376649878,1.119177921,-0.276965542,0.509746017,-0.188004397,0.38872275,-0.291553622,0.156524131,-0.038223653,0.220448464,-0.162026634,0.251917038,-0.061877659,blues
0.072581456,0.25872852,0.975719096,0.108755721,0.165099246,0.085675718,0.323460064,0.120792798,0.056793709,0.482954434,0.118624646,0.20712049,0.038502859,-0.748520708,-0.901903242,-0.580827994,2.134899985,-1.029879041,0.551877628,0.394479181,0.392338205,-0.309216915,0.085119114,-0.154496152,0.166495199,-0.182376758,0.133983594,-0.004165424,blues
0.061012527,0.223713951,0.986458671,0.091519646,0.130715145,0.067434835,0.267386375,0.10391874,0.06252609,0.43213789,0.1004667,0.175563577,0.035346654,-1.065804453,-0.921557076,-0.303045404,1.766034122,-0.834336103,0.466947747,0.247623142,0.438683921,-0.315612763,0.392291799,-0.101065774,0.196440389,-0.095426566,0.020881873,-0.00656728,blues
0.063591833,0.462670072,0.966872979,0.098484531,0.155532256,0.08107066,0.33204259,0.108151752,0.063225347,0.454046088,0.153924845,0.201888769,0.044785746,-0.924427507,-0.728815835,0.253865584,0.44840531,-0.410995328,0.372039778,0.13474565,0.15350927,-0.201053665,0.062869366,-0.356201695,0.067584852,-0.012452539,0.237613143,-0.071846912,blues
0.078389693,0.292461643,0.939247366,0.087166347,0.156558081,0.075769931,0.362031537,0.101152787,0.073766418,0.54452764,0.108257282,0.227401993,0.044981599,-0.464085019,-0.632887602,-0.564576371,0.770866361,-0.056355215,0.778038232,-0.299571469,0.026276736,-0.228379471,0.157787652,-0.299807856,0.154479273,-0.327350756,-0.046961411,-0.022433222,blues
0.062431572,0.279316228,0.96252156,0.08193994,0.21940891,0.071962936,0.431138808,0.10220265,0.046536397,0.550440484,0.099796144,0.299197698,0.03329668,-0.505751143,-1.105580949,-0.179371794,2.204118847,-0.205969737,0.472023264,-0.301004832,0.070257537,-0.372817651,0.146345492,-0.193825378,0.030413889,-0.185915005,0.152062083,-0.154423724,blues
0.043222302,0.403544571,0.967849207,0.073949607,0.116292365,0.064440474,0.232308406,0.079838865,0.051951519,0.391364461,0.083562214,0.156016479,0.039038815,-1.202045103,-1.047835398,-1.591554935,1.053644531,-0.035951129,0.436377923,-0.106823174,0.272427094,-0.098616479,0.135472028,-0.148576923,0.169647312,-0.101874496,0.167845094,0.024306517,blues
0.068554224,0.30171506,0.951816641,0.068415847,0.132890258,0.080602563,0.343054531,0.115283768,0.060816357,0.415546094,0.108927775,0.190439202,0.039842006,-0.756535755,-0.971823155,-0.446899801,1.171047251,-0.780092215,0.98526611,0.016383037,0.166844069,0.376301313,0.297039566,-0.278929523,0.080840041,0.048915752,0.046592197,-0.115990024,blues
0.051061618,0.36348883,0.937988711,0.058482925,0.116659298,0.069988769,0.275667525,0.090064395,0.052339767,0.468748802,0.091274584,0.16671886,0.033060036,-1.001062872,-1.195796396,-0.703943163,0.786806027,0.165307973,0.557324031,0.339194262,0.092527356,0.31855369,0.360933762,-0.245486666,0.085994405,0.058768241,0.071112889,-0.130323587,blues
0.044538171,0.537482539,0.865382258,0.060942471,0.109259492,0.06092821,0.286103294,0.094844014,0.053026146,0.408563707,0.084278963,0.139888677,0.03140998,-1.032698824,-1.366815152,-1.479951857,0.734518378,-0.225123744,0.556866074,0.095079551,0.302908922,0.366107998,0.241822532,-0.425481728,-0.114282565,-0.03791298,-0.044134654,-0.102610146,blues
0.06314767,0.36138636,0.919907725,0.068289371,0.149036344,0.070406731,0.378774277,0.133392415,0.061465035,0.425024971,0.099346879,0.190657451,0.036088011,-1.246893004,-1.087552395,-0.82555653,1.093923267,-0.316902196,0.486752889,-0.152225164,-0.013423596,0.410193731,0.291567779,-0.404103724,-0.026640032,-0.012066015,0.056704771,-0.043833826,blues
0.06083168,0.433966529,0.887737936,0.06820121,0.147651681,0.073815543,0.378009969,0.145267009,0.057548709,0.498606243,0.10883038,0.199223797,0.040728013,-1.086773877,-1.014100301,-0.900334027,0.89274567,-0.171397605,0.302890725,0.065516376,0.078084443,0.296857804,0.226795158,-0.458597172,-0.125069722,-0.06141744,0.06164337,-0.102707725,blues
0.047941461,0.418665958,0.956620805,0.061791905,0.110458212,0.074534282,0.281832556,0.108870866,0.054859929,0.427149385,0.085249916,0.140661906,0.028248529,-0.940609114,-1.326434118,-1.031615938,1.472763111,-0.657504226,0.883525978,0.363971572,0.223520279,0.358107761,0.543760697,-0.320730943,-0.059648785,-0.043138806,-0.066911614,-0.196135193,blues
0.055627568,0.433429668,0.870541299,0.061988935,0.127845929,0.067147786,0.252115858,0.099410054,0.054632553,0.560610124,0.094403835,0.154619386,0.039485027,-1.261847354,-1.040525765,-1.206511998,0.226258194,0.309566345,0.395572128,0.115746782,0.135228091,0.291028098,0.324977901,-0.160041964,0.132361084,0.026885368,0.084153523,-0.119725963,blues
0.058448506,0.354702803,0.917805637,0.066817951,0.15986446,0.077079696,0.358590254,0.113024844,0.058219147,0.497047774,0.094363747,0.176250984,0.038258934,-0.767853789,-1.145894066,-0.934364789,1.54163359,-0.228739846,0.713398778,-0.023159566,0.100615972,0.29168977,0.059624456,-0.347566538,-0.003689053,-0.204838991,-0.019217437,-0.193095598,blues
0.052086088,0.413537007,0.927996596,0.06426478,0.122664504,0.064597396,0.35048519,0.102249745,0.05095314,0.483449424,0.084120888,0.186958999,0.038297831,-1.163742572,-1.176783649,-0.945610845,0.709794616,0.162310928,0.43357797,0.22480374,0.086761358,0.224380791,0.208553095,-0.294254529,0.024491168,0.005177253,0.052708751,-0.17028422,blues
0.0474438,0.426292017,0.913498259,0.057693375,0.113424784,0.061885795,0.261769485,0.097911079,0.050615167,0.426744753,0.10633327,0.148780005,0.03222423,-0.989517568,-1.303535586,-1.414154841,1.202622033,0.068690417,0.482864175,0.257582011,0.212144993,0.514915462,0.35770021,-0.4058829,0.040616293,0.011629223,0.040135398,-0.07141824,blues
0.058049311,0.440906727,0.914881535,0.05811863,0.128250104,0.063198049,0.324426978,0.105108618,0.060475569,0.448763773,0.112142107,0.179101527,0.036044599,-1.220726678,-1.331772429,-0.690357841,1.602687324,-0.38792388,0.761867863,-0.016775218,-0.045156639,0.397192554,0.248075151,-0.601077301,-0.04588693,-0.13241333,-0.029480468,-0.027620362,blues
