0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.082464826,0.370680351,0.976077634,0.117917094,0.163203852,0.084427213,0.373143205,0.123299384,0.066023759,0.522724414,0.131072878,0.243593537,0.039581587,1853.490102,14.97068534,0.627760372,-0.329642571,0.301606619,-0.035525664,0.057014743,-0.146590388,0.11085431,-0.139687705,0.079802992,-0.182686548,-0.036017015,-0.215541025,0
0.055546343,0.428352905,0.965299482,0.075726724,0.131908789,0.066826605,0.267067079,0.08946449,0.059672052,0.418900688,0.095586783,0.170385411,0.039361456,1725.175204,11.57013499,0.655974573,0.312215528,0.081479361,0.166102296,0.139892094,-0.134813123,0.260077136,-0.174726429,0.19938233,-0.089436662,-0.014358859,-0.072977039,0
0.075896234,0.300847014,0.976005741,0.094128426,0.217779696,0.079479814,0.377361672,0.150208615,0.053236976,0.53215115,0.124510667,0.303467266,0.040487355,1737.490989,15.23623553,1.57050481,-0.670686733,0.131026697,-0.364532252,0.191648289,-0.095817003,0.042081527,-0.065723301,0.216550736,-0.122478333,-0.018486694,0.060441724,0
0.032940092,0.502821045,0.965001727,0.065286834,0.114440542,0.057617555,0.249520824,0.07282191,0.038778054,0.375006887,0.067987452,0.15639653,0.032683458,1541.403519,12.10639011,1.359151031,0.095753587,0.12481488,-0.025159662,0.192946922,-0.140740474,-0.06632589,-0.082821417,0.068978868,-0.134911311,0.102875351,0.005057851,0
0.100700102,0.220038713,0.91441167,0.104886054,0.211669419,0.094203141,0.535626525,0.120346352,0.078240393,0.65624247,0.170734488,0.307650173,0.04942573,1944.097591,13.42521974,1.467417485,-0.487052106,0.256944941,-0.505871967,0.203665884,-0.298929063,-0.140048332,-0.191588114,0.061897009,-0.188283135,-0.025548781,-0.109223148,0
0.093343784,0.210984068,0.97365761,0.101969538,0.165306701,0.103073458,0.378407228,0.10840411,0.092061837,0.548262813,0.129157716,0.274319929,0.050137135,1931.978513,12.87212129,1.119177921,-0.276965541,0.509746017,-0.188004397,0.38872275,-0.291553622,0.156524131,-0.038223653,0.220448464,-0.162026634,0.251917038,-0.061877659,0
0.072581456,0.25872852,0.975719096,0.108755721,0.165099246,0.085675718,0.323460064,0.120792798,0.056793709,0.482954434,0.118624646,0.20712049,0.038502859,1746.775463,12.30027279,2.134899985,-1.029879041,0.551877628,0.394479181,0.392338205,-0.309216915,0.085119114,-0.154496152,0.166495199,-0.182376758,0.133983594,-0.004165424,0
0.061012527,0.223713951,0.986458671,0.091519646,0.130715145,0.067434835,0.267386375,0.10391874,0.06252609,0.43213789,0.1004667,0.175563577,0.035346654,1737.398469,13.07826782,1.766034122,-0.834336103,0.466947747,0.247623142,0.438683921,-0.315612763,0.392291799,-0.101065774,0.196440389,-0.095426566,0.020881873,-0.00656728,0
0.063591833,0.462670072,0.966872979,0.098484531,0.155532256,0.08107066,0.33204259,0.108151752,0.063225347,0.454046088,0.153924845,0.201888769,0.044785746,1829.356782,14.63802713,0.44840531,-0.410995328,0.372039778,0.13474565,0.15350927,-0.201053665,0.062869366,-0.356201695,0.067584852,-0.012452539,0.237613143,-0.071846912,0
0.078389693,0.292461643,0.939247366,0.087166347,0.156558081,0.075769931,0.362031537,0.101152787,0.073766418,0.54452764,0.108257282,0.227401993,0.044981599,1875.124873,12.34578925,0.770866361,-0.056355215,0.778038232,-0.299571469,0.026276736,-0.228379471,0.157787652,-0.299807856,0.154479273,-0.327350756,-0.04696141,-0.022433222,0
0.062431572,0.279316228,0.96252156,0.08193994,0.21940891,0.071962936,0.431138808,0.10220265,0.046536397,0.550440484,0.099796143,0.299197698,0.03329668,1649.599278,13.42464465,2.204118847,-0.205969737,0.472023264,-0.301004832,0.070257537,-0.372817651,0.146345492,-0.193825378,0.030413889,-0.185915005,0.152062083,-0.154423724,0
0.043222302,0.403544571,0.967849207,0.073949607,0.116292365,0.064440474,0.232308406,0.079838865,0.051951519,0.391364461,0.083562214,0.156016479,0.039038815,1677.15012,9.469495886,1.053644531,-0.035951129,0.436377923,-0.106823174,0.272427094,-0.098616479,0.135472028,-0.148576923,0.169647312,-0.101874496,0.167845094,0.024306517,0
